"","TSNE_1","TSNE_2"
"C231122002_CELL4607_N1",-0.106882652299005,-41.5553604137295
"C231122002_CELL460_N1",23.3685069023436,-28.3187695741013
"C231122002_CELL4665_N1",2.19937641261061,-41.1385942740241
"C231122002_CELL468_N2",-34.6293335848531,-6.79629274163042
"C231122002_CELL4753_N1",-29.0404424020808,-31.1602512800727
"C231122002_CELL4758_N1",-47.7604311100431,6.56403838230535
"C231122002_CELL4777_N1",38.4014098289012,-12.9207246274441
"C231122002_CELL486_N2",-46.8365724031632,-10.1660220312759
"C231122002_CELL493_N2",-35.6461150944769,36.3701317798153
"C231122002_CELL4980_N1",11.1063515096347,-7.39383343034737
"C231122002_CELL4992_N1",31.9053388622819,-46.3909357376046
"C231122002_CELL5010_N1",-15.3563159307006,-4.05168155526939
"C231122002_CELL5043_N1",15.5013663476621,-29.7260215037092
"C231122002_CELL5102_N1",-15.1695512194764,7.25632493867163
"C231122002_CELL5134_N1",0.432155902469243,-36.9561463015214
"C231122002_CELL516_N3",-21.9182924877583,-10.1031141592746
"C231122002_CELL5369_N1",4.8987612023286,4.69019186113654
"C231122002_CELL5373_N1",16.8378545961147,3.09630241647337
"C231122002_CELL5387_N1",26.8226977415722,-36.3187117981735
"C231122002_CELL5395_N1",24.4983188478607,-36.7937682324874
"C231122002_CELL5402_N1",-29.1341602962713,-31.4775614001435
"C231122002_CELL558_N3",-45.5257938386775,-9.43369708239816
"C231122002_CELL572_N2",-25.3670168078664,-11.5722328531249
"C231122002_CELL576_N1",38.7770741118035,-47.2282059661908
"C231122002_CELL620_N3",0.938843677646469,2.27205826515412
"C231122002_CELL627_N3",-16.8670240133221,-10.6592541597969
"C231122002_CELL639_N2",-27.1962127240652,-36.5959759833738
"C231122002_CELL672_N2",-47.3057318209234,2.71394101129628
"C231122002_CELL682_N2",-30.188368937753,-34.2558724505949
"C231122002_CELL702_N2",-14.9252748971234,-4.68012164615133
"C231122002_CELL725_N2",-31.9160463359701,-39.3015668012581
"C231122002_CELL734_N2",-19.757382128257,-44.7993059849507
"C231122002_CELL757_N1",20.4793391329824,-25.6491039843451
"C231122002_CELL833_N2",-19.9653359735822,-30.1217161588065
"C231122002_CELL891_N2",-39.2379580944762,-21.5119034096825
"C231122002_CELL894_N3",-2.90280265403924,49.4841904656857
"C231122002_CELL950_N3",-37.74689616259,-6.36306887340512
"C231122002_CELL963_N3",-0.42132077466324,-26.796316133953
"C231122002_CELL970_N1",-16.9080395228962,-27.6125033274452
"C231122002_CELL972_N2",-39.6959509636712,-21.1587449802797
"C231122002_CELL993_N2",9.99179481030933,13.6997220092192
"C231122007_CELL1003_N2",6.81507875932857,30.9229728115778
"C231122007_CELL1004_N2",50.5690608138688,0.22036744125759
"C231122007_CELL1007_N2",-11.8115136697664,24.815025472659
"C231122007_CELL1010_N5",32.1724199774103,15.1880179642914
"C231122007_CELL1018_N4",5.54061388170541,39.4638414681483
"C231122007_CELL1019_N2",-2.36289830848466,36.3399564006658
"C231122007_CELL1023_N3",-15.3714795627102,9.82662875061861
"C231122007_CELL1025_N1",6.81398014579456,6.08135091341401
"C231122007_CELL1026_N2",27.1758898269166,0.87172647038165
"C231122007_CELL102_N3",-33.7647892024767,25.3824050675249
"C231122007_CELL1033_N1",-42.750884390175,16.2901997472118
"C231122007_CELL103_N6",-3.28443567836748,26.605517248113
"C231122007_CELL1041_N1",38.9673120172777,-27.3137106273893
"C231122007_CELL1048_N2",-42.9239106985601,15.763096498268
"C231122007_CELL1055_N1",50.1272551708216,5.64950476192206
"C231122007_CELL1057_N2",-5.08876370217451,2.91130805720582
"C231122007_CELL105_N2",-13.9715462551419,11.8404862384543
"C231122007_CELL1061_N2",11.9720508934542,-15.4617453324066
"C231122007_CELL1062_N1",7.01415208714196,-18.6746451753166
"C231122007_CELL1067_N3",-52.6809429051349,9.40828645790147
"C231122007_CELL1068_N2",39.5963783498161,-26.7378904039531
"C231122007_CELL1069_N2",14.6989707568753,39.7355281035383
"C231122007_CELL1070_N2",50.8568022603659,-5.41712052123912
"C231122007_CELL1080_N2",1.93548083373914,4.4218496283083
"C231122007_CELL1094_N3",11.4725980567772,49.8076409423425
"C231122007_CELL1106_N2",-7.29726673469558,6.07614439701849
"C231122007_CELL1107_N4",-10.3149746484988,41.7944869912021
"C231122007_CELL1111_N1",10.6478269314214,3.1813736141021
"C231122007_CELL1118_N1",44.062588849975,-9.73371192892841
"C231122007_CELL111_N6",-21.0452054253201,14.0967761098768
"C231122007_CELL1143_N2",-5.22396885736703,22.5915607663463
"C231122007_CELL1147_N2",-19.9555940515921,40.959170148884
"C231122007_CELL1148_N2",-21.4762319818241,44.0584477397206
"C231122007_CELL1153_N2",-14.1045155106353,39.2231586259619
"C231122007_CELL1160_N3",23.4857978643819,35.2486568731912
"C231122007_CELL1162_N2",-12.0068881283993,23.0975706045148
"C231122007_CELL1175_N2",46.7045536519037,-20.2461687289536
"C231122007_CELL1177_N2",-15.7929556027639,-8.92734774985333
"C231122007_CELL1178_N3",1.94331030888936,48.8743574454408
"C231122007_CELL1182_N1",-1.14576255801633,0.0184565420656312
